State,Date,raw_positives,7-day_avg,new_confirmed_cases_average,new_confirmed_cases_value,new_confirmed_cases_cumulative,new_deaths_average,new_deaths_value,new_deaths_cumulative,doses_admin_daily,7_day_avg,inpatient_beds_used_covid
AK,2020-07-14,,,69.0,61.0,1918.0,0.0,0.0,17.0,,,
AK,2020-07-15,,,69.85714285714286,56.0,1974.0,0.0,0.0,17.0,,,
AK,2020-07-16,,,73.71428571428571,79.0,2053.0,0.0,0.0,17.0,,,
AK,2020-07-17,,,73.28571428571429,51.0,2104.0,0.0,0.0,17.0,,,
AK,2020-07-18,,,70.85714285714286,75.0,2179.0,0.14285714285714285,1.0,18.0,,,
AK,2020-07-19,,,73.28571428571429,118.0,2297.0,0.14285714285714285,0.0,18.0,,,
AK,2020-07-20,,,82.71428571428571,139.0,2436.0,0.14285714285714285,0.0,18.0,,,
AK,2020-07-21,,,90.42857142857143,115.0,2551.0,0.14285714285714285,0.0,18.0,,,
AK,2020-07-22,,,96.71428571428571,100.0,2651.0,0.2857142857142857,1.0,19.0,,,
AK,2020-07-23,,,96.42857142857143,77.0,2728.0,0.2857142857142857,0.0,19.0,,,
AK,2020-07-24,,,98.71428571428571,67.0,2795.0,0.2857142857142857,0.0,19.0,,,
AK,2020-07-25,,,104.71428571428571,117.0,2912.0,0.2857142857142857,1.0,20.0,,,
AK,2020-07-26,,,120.85714285714286,231.0,3143.0,0.2857142857142857,0.0,20.0,,,
AK,2020-07-27,,,117.42857142857143,115.0,3258.0,0.42857142857142855,1.0,21.0,,,
AK,2020-07-28,,,120.0,133.0,3391.0,0.5714285714285714,1.0,22.0,,,
AK,2020-07-29,,,118.85714285714286,92.0,3483.0,0.42857142857142855,0.0,22.0,,,
AK,2020-07-30,,,125.57142857142857,124.0,3607.0,0.5714285714285714,1.0,23.0,,,
AK,2020-07-31,,,131.57142857142858,109.0,3716.0,0.5714285714285714,0.0,23.0,,,
AK,2020-08-01,,,136.57142857142858,152.0,3868.0,0.5714285714285714,1.0,24.0,,,
AK,2020-08-02,,,124.28571428571429,145.0,4013.0,0.5714285714285714,0.0,24.0,,,
AK,2020-08-03,,,119.0,78.0,4091.0,0.5714285714285714,1.0,25.0,,,
AK,2020-08-04,,,109.85714285714286,69.0,4160.0,0.42857142857142855,0.0,25.0,,,
AK,2020-08-05,,,105.28571428571429,60.0,4220.0,0.42857142857142855,0.0,25.0,,,
AK,2020-08-06,,,94.0,45.0,4265.0,0.2857142857142857,0.0,25.0,,,
AK,2020-08-07,,,88.42857142857143,70.0,4335.0,0.2857142857142857,0.0,25.0,,,
AK,2020-08-08,,,78.85714285714286,85.0,4420.0,0.2857142857142857,1.0,26.0,,,
AK,2020-08-09,,,72.85714285714286,103.0,4523.0,0.2857142857142857,0.0,26.0,,,
AK,2020-08-10,,,71.14285714285714,66.0,4589.0,0.14285714285714285,0.0,26.0,,,
AK,2020-08-11,,,70.0,61.0,4650.0,0.14285714285714285,0.0,26.0,,,
AK,2020-08-12,,,70.14285714285714,61.0,4711.0,0.2857142857142857,1.0,27.0,,,
AK,2020-08-13,,,78.14285714285714,101.0,4812.0,0.2857142857142857,0.0,27.0,,,
AK,2020-08-14,,,83.14285714285714,105.0,4917.0,0.2857142857142857,0.0,27.0,,,
AK,2020-08-15,,,83.57142857142857,88.0,5005.0,0.2857142857142857,1.0,28.0,,,
AK,2020-08-16,,,83.28571428571429,101.0,5106.0,0.2857142857142857,0.0,28.0,,,
AK,2020-08-17,,,81.14285714285714,51.0,5157.0,0.2857142857142857,0.0,28.0,,,
AK,2020-08-18,,,82.57142857142857,71.0,5228.0,0.42857142857142855,1.0,29.0,,,
AK,2020-08-19,,,84.85714285714286,77.0,5305.0,0.2857142857142857,0.0,29.0,,,
AK,2020-08-20,,,83.0,88.0,5393.0,0.2857142857142857,0.0,29.0,,,
AK,2020-08-21,,,77.71428571428571,68.0,5461.0,0.42857142857142855,1.0,30.0,,,
AK,2020-08-22,,,78.14285714285714,91.0,5552.0,0.42857142857142855,1.0,31.0,,,
AK,2020-08-23,,,73.28571428571429,67.0,5619.0,0.5714285714285714,1.0,32.0,,,
AK,2020-08-24,,,76.14285714285714,71.0,5690.0,0.5714285714285714,0.0,32.0,,,
AK,2020-08-25,,,71.14285714285714,36.0,5726.0,1.0,4.0,36.0,,,
AK,2020-08-26,,,68.0,55.0,5781.0,1.1428571428571428,1.0,37.0,,,
AK,2020-08-27,,,68.14285714285714,89.0,5870.0,1.1428571428571428,0.0,37.0,,,
AK,2020-08-28,,,75.42857142857143,119.0,5989.0,1.0,0.0,37.0,,,
AK,2020-08-29,,,76.14285714285714,96.0,6085.0,0.8571428571428571,0.0,37.0,,,
AK,2020-08-30,,,73.57142857142857,49.0,6134.0,0.7142857142857143,0.0,37.0,,,
AK,2020-08-31,,,68.85714285714286,38.0,6172.0,0.7142857142857143,0.0,37.0,,,
AK,2020-09-01,,,68.85714285714286,36.0,6208.0,0.42857142857142855,2.0,39.0,,,
AK,2020-09-02,,,70.71428571428571,68.0,6276.0,0.2857142857142857,0.0,39.0,,,
AK,2020-09-03,,,70.85714285714286,90.0,6366.0,0.42857142857142855,1.0,40.0,,,
AK,2020-09-04,,,71.71428571428571,125.0,6491.0,0.42857142857142855,0.0,40.0,,,
AK,2020-09-05,,,70.85714285714286,90.0,6581.0,0.7142857142857143,2.0,42.0,,,
AK,2020-09-06,,,77.71428571428571,97.0,6678.0,0.7142857142857143,0.0,42.0,,,
AK,2020-09-07,,,77.28571428571429,35.0,6713.0,0.7142857142857143,0.0,42.0,,,
AK,2020-09-08,,,77.0,34.0,6747.0,0.42857142857142855,0.0,42.0,,,
AK,2020-09-09,,,76.57142857142857,65.0,6812.0,0.42857142857142855,0.0,42.0,,,
AK,2020-09-10,,,80.14285714285714,115.0,6927.0,0.2857142857142857,0.0,42.0,,,
AK,2020-09-11,,,76.14285714285714,97.0,7024.0,0.42857142857142855,1.0,43.0,,,
AK,2020-09-12,,,78.14285714285714,104.0,7128.0,0.2857142857142857,1.0,44.0,,,
AK,2020-09-13,,,73.14285714285714,62.0,7190.0,0.2857142857142857,0.0,44.0,,,
AK,2020-09-14,,,79.14285714285714,77.0,7267.0,0.2857142857142857,0.0,44.0,,,
AK,2020-09-15,,,80.57142857142857,44.0,7311.0,0.2857142857142857,0.0,44.0,,,
AK,2020-09-16,,,78.71428571428571,52.0,7363.0,0.2857142857142857,0.0,44.0,,,
AK,2020-09-17,,,78.28571428571429,112.0,7475.0,0.2857142857142857,0.0,44.0,,,
AK,2020-09-18,,,80.28571428571429,111.0,7586.0,0.2857142857142857,1.0,45.0,,,
AK,2020-09-19,,,79.14285714285714,96.0,7682.0,0.14285714285714285,0.0,45.0,,,
AK,2020-09-20,,,85.57142857142857,107.0,7789.0,0.14285714285714285,0.0,45.0,,,
AK,2020-09-21,,,84.71428571428571,71.0,7860.0,0.14285714285714285,0.0,45.0,,,
AK,2020-09-22,,,87.0,60.0,7920.0,0.14285714285714285,0.0,45.0,,,
AK,2020-09-23,,,90.57142857142857,77.0,7997.0,0.14285714285714285,0.0,45.0,,,
AK,2020-09-24,,,95.0,143.0,8140.0,0.2857142857142857,1.0,46.0,,,
AK,2020-09-25,,,97.28571428571429,127.0,8267.0,1.0,6.0,52.0,,,
AK,2020-09-26,,,100.71428571428571,120.0,8387.0,1.0,0.0,52.0,,,
AK,2020-09-27,,,101.28571428571429,111.0,8498.0,1.5714285714285714,4.0,56.0,,,
AK,2020-09-28,,,108.14285714285714,119.0,8617.0,1.5714285714285714,0.0,56.0,,,
AK,2020-09-29,,,116.85714285714286,121.0,8738.0,1.5714285714285714,0.0,56.0,,,
AK,2020-09-30,,,121.28571428571429,108.0,8846.0,1.5714285714285714,0.0,56.0,,,
AK,2020-10-01,,,120.57142857142857,138.0,8984.0,1.7142857142857142,2.0,58.0,,,
AK,2020-10-02,,,123.14285714285714,145.0,9129.0,0.8571428571428571,0.0,58.0,,,
AK,2020-10-03,,,126.0,140.0,9269.0,1.0,1.0,59.0,,,
AK,2020-10-04,,,130.57142857142858,143.0,9412.0,0.42857142857142855,0.0,59.0,,,
AK,2020-10-05,,,142.0,199.0,9611.0,0.42857142857142855,0.0,59.0,,,
AK,2020-10-06,,,146.28571428571428,151.0,9762.0,0.42857142857142855,0.0,59.0,,,
AK,2020-10-07,,,148.71428571428572,125.0,9887.0,0.5714285714285714,1.0,60.0,,,
AK,2020-10-08,,,148.71428571428572,138.0,10025.0,0.42857142857142855,1.0,61.0,,,
AK,2020-10-09,,,155.0,189.0,10214.0,0.42857142857142855,0.0,61.0,,,
AK,2020-10-10,,,168.57142857142858,235.0,10449.0,0.2857142857142857,0.0,61.0,,,
AK,2020-10-11,,,183.57142857142858,248.0,10697.0,0.2857142857142857,0.0,61.0,,,
AK,2020-10-12,,,183.57142857142858,199.0,10896.0,0.2857142857142857,0.0,61.0,,,
AK,2020-10-13,,,184.42857142857142,157.0,11053.0,0.2857142857142857,0.0,61.0,,,
AK,2020-10-14,,,190.71428571428572,169.0,11222.0,0.7142857142857143,4.0,65.0,,,
AK,2020-10-15,,,195.85714285714286,174.0,11396.0,0.5714285714285714,0.0,65.0,,,
AK,2020-10-16,,,200.28571428571428,220.0,11616.0,0.7142857142857143,1.0,66.0,,,
AK,2020-10-17,,,196.57142857142858,209.0,11825.0,0.8571428571428571,1.0,67.0,,,
AK,2020-10-18,,,191.85714285714286,215.0,12040.0,0.8571428571428571,0.0,67.0,,,
AK,2020-10-19,,,193.0,207.0,12247.0,0.8571428571428571,0.0,67.0,,,
AK,2020-10-20,,,203.85714285714286,233.0,12480.0,0.8571428571428571,0.0,67.0,,,
AK,2020-10-21,,,211.85714285714286,225.0,12705.0,0.42857142857142855,1.0,68.0,,,
AK,2020-10-22,,,220.57142857142858,235.0,12940.0,0.42857142857142855,0.0,68.0,,,
AK,2020-10-23,,,225.28571428571428,253.0,13193.0,0.2857142857142857,0.0,68.0,,,
AK,2020-10-24,,,246.85714285714286,360.0,13553.0,0.14285714285714285,0.0,68.0,,,
AK,2020-10-25,,,290.7142857142857,522.0,14075.0,0.14285714285714285,0.0,68.0,,,
AK,2020-10-26,,,311.0,349.0,14424.0,0.14285714285714285,0.0,68.0,,,
AK,2020-10-27,,,331.85714285714283,379.0,14803.0,0.42857142857142855,2.0,70.0,,,
AK,2020-10-28,,,350.7142857142857,357.0,15160.0,0.42857142857142855,1.0,71.0,,,
AK,2020-10-29,,,370.14285714285717,371.0,15531.0,1.2857142857142858,6.0,77.0,,,
AK,2020-10-30,,,388.57142857142856,382.0,15913.0,1.8571428571428572,4.0,81.0,,,
AK,2020-10-31,,,401.7142857142857,452.0,16365.0,2.0,1.0,82.0,,,
AK,2020-11-01,,,376.2857142857143,344.0,16709.0,2.4285714285714284,3.0,85.0,,,
AK,2020-11-02,,,377.0,354.0,17063.0,2.5714285714285716,1.0,86.0,,,
AK,2020-11-03,,,378.85714285714283,392.0,17455.0,2.2857142857142856,0.0,86.0,,,
AK,2020-11-04,,,386.85714285714283,413.0,17868.0,2.142857142857143,0.0,86.0,,,
AK,2020-11-05,,,378.7142857142857,314.0,18182.0,1.2857142857142858,0.0,86.0,,,
AK,2020-11-06,,,399.85714285714283,530.0,18712.0,0.7142857142857143,0.0,86.0,,,
AK,2020-11-07,,,421.57142857142856,604.0,19316.0,0.5714285714285714,0.0,86.0,,,
AK,2020-11-08,,,446.42857142857144,518.0,19834.0,0.14285714285714285,0.0,86.0,,,
AK,2020-11-09,,,463.7142857142857,475.0,20309.0,0.0,0.0,86.0,,,
AK,2020-11-10,,,483.42857142857144,530.0,20839.0,1.1428571428571428,8.0,94.0,,,
AK,2020-11-11,,,495.7142857142857,499.0,21338.0,1.7142857142857142,4.0,98.0,,,
AK,2020-11-12,,,520.4285714285714,487.0,21825.0,1.7142857142857142,0.0,98.0,,,
AK,2020-11-13,,,529.4285714285714,593.0,22418.0,1.8571428571428572,1.0,99.0,,,
AK,2020-11-14,,,549.4285714285714,744.0,23162.0,2.0,1.0,100.0,,,
AK,2020-11-15,,,570.2857142857143,664.0,23826.0,2.0,0.0,100.0,,,
AK,2020-11-16,,,586.4285714285714,588.0,24414.0,2.0,0.0,100.0,,,
AK,2020-11-17,,,602.4285714285714,642.0,25056.0,1.1428571428571428,2.0,102.0,,,
AK,2020-11-18,,,609.1428571428571,546.0,25602.0,0.5714285714285714,0.0,102.0,,,
AK,2020-11-19,,,610.7142857142857,498.0,26100.0,0.7142857142857143,1.0,103.0,,,
AK,2020-11-20,,,591.8571428571429,461.0,26561.0,0.5714285714285714,0.0,103.0,,,
AK,2020-11-21,,,582.8571428571429,681.0,27242.0,0.5714285714285714,1.0,104.0,,,
AK,2020-11-22,,,567.2857142857143,555.0,27797.0,0.7142857142857143,1.0,105.0,,,
AK,2020-11-23,,,554.5714285714286,499.0,28296.0,0.7142857142857143,0.0,105.0,,,
AK,2020-11-24,,,546.7142857142857,587.0,28883.0,2.2857142857142856,13.0,118.0,,,
AK,2020-11-25,,,565.8571428571429,680.0,29563.0,2.2857142857142856,0.0,118.0,,,
AK,2020-11-26,,,574.4285714285714,558.0,30121.0,2.4285714285714284,2.0,120.0,,,
AK,2020-11-27,,,605.0,675.0,30796.0,2.4285714285714284,0.0,120.0,,,
AK,2020-11-28,,,603.5714285714286,671.0,31467.0,2.5714285714285716,2.0,122.0,,,
AK,2020-11-29,,,612.8571428571429,620.0,32087.0,2.4285714285714284,0.0,122.0,,,
AK,2020-11-30,,,614.5714285714286,511.0,32598.0,2.4285714285714284,0.0,122.0,,,
AK,2020-12-01,,,608.0,541.0,33139.0,0.7142857142857143,1.0,123.0,,,
AK,2020-12-02,,,609.2857142857143,689.0,33828.0,0.7142857142857143,0.0,123.0,,,
AK,2020-12-03,,,638.7142857142857,764.0,34592.0,1.5714285714285714,8.0,131.0,,,
AK,2020-12-04,,,651.1428571428571,762.0,35354.0,3.142857142857143,11.0,142.0,,,
AK,2020-12-05,,,689.8571428571429,942.0,36296.0,3.0,1.0,143.0,,,
AK,2020-12-06,,,710.7142857142857,766.0,37062.0,3.0,0.0,143.0,,,
AK,2020-12-07,,,709.1428571428571,500.0,37562.0,3.4285714285714284,3.0,146.0,,,
AK,2020-12-08,,,714.5714285714286,579.0,38141.0,3.2857142857142856,0.0,146.0,,,
AK,2020-12-09,,,701.1428571428571,595.0,38736.0,3.857142857142857,4.0,150.0,,,
AK,2020-12-10,,,683.0,637.0,39373.0,3.4285714285714284,5.0,155.0,,,
AK,2020-12-11,,,663.7142857142857,627.0,40000.0,2.2857142857142856,3.0,158.0,,,
AK,2020-12-12,,,603.7142857142857,522.0,40522.0,4.714285714285714,18.0,176.0,,,
AK,2020-12-13,,,586.7142857142857,647.0,41169.0,4.714285714285714,0.0,176.0,,,
AK,2020-12-14,,,576.7142857142857,430.0,41599.0,4.285714285714286,0.0,176.0,,,
AK,2020-12-15,,,535.7142857142857,292.0,41891.0,4.714285714285714,3.0,179.0,,,
AK,2020-12-16,,,537.4285714285714,607.0,42498.0,4.428571428571429,2.0,181.0,,,
AK,2020-12-17,,,501.42857142857144,385.0,42883.0,4.0,2.0,183.0,,,
AK,2020-12-18,,,482.42857142857144,494.0,43377.0,3.5714285714285716,0.0,183.0,,,
AK,2020-12-19,,,455.85714285714283,336.0,43713.0,1.1428571428571428,1.0,184.0,,,
AK,2020-12-20,,,389.57142857142856,183.0,43896.0,1.1428571428571428,0.0,184.0,,,
AK,2020-12-21,,,350.14285714285717,154.0,44050.0,1.1428571428571428,0.0,184.0,,,
AK,2020-12-22,,,370.57142857142856,435.0,44485.0,2.142857142857143,10.0,194.0,,,
AK,2020-12-23,,,336.2857142857143,367.0,44852.0,2.2857142857142856,3.0,197.0,,,
AK,2020-12-24,,,319.85714285714283,270.0,45122.0,2.2857142857142856,2.0,199.0,,,
AK,2020-12-25,,,249.28571428571428,0.0,45122.0,2.2857142857142856,0.0,199.0,,,
AK,2020-12-26,,,254.85714285714286,375.0,45497.0,2.2857142857142856,1.0,200.0,,,
AK,2020-12-27,,,272.0,303.0,45800.0,2.2857142857142856,0.0,200.0,,,
AK,2020-12-28,,,268.57142857142856,130.0,45930.0,2.2857142857142856,0.0,200.0,,,
AK,2020-12-29,,,234.0,193.0,46123.0,1.0,1.0,201.0,,,
AK,2020-12-30,,,236.0,381.0,46504.0,0.8571428571428571,2.0,203.0,,,
AK,2020-12-31,,,270.2857142857143,510.0,47014.0,1.0,3.0,206.0,,,
AK,2021-01-01,,,271.0,5.0,47019.0,1.0,0.0,206.0,,,
AK,2021-01-02,,,332.0,802.0,47821.0,2.142857142857143,9.0,215.0,,,
AK,2021-01-03,,,331.14285714285717,297.0,48118.0,2.142857142857143,0.0,215.0,,,
AK,2021-01-04,,,350.2857142857143,264.0,48382.0,2.5714285714285716,3.0,218.0,,,
AK,2021-01-05,,,351.2857142857143,200.0,48582.0,2.4285714285714284,0.0,218.0,,,
AK,2021-01-06,,,345.42857142857144,340.0,48922.0,2.4285714285714284,2.0,220.0,,,
AK,2021-01-07,,,320.14285714285717,333.0,49255.0,2.4285714285714284,3.0,223.0,,,
AK,2021-01-08,,,377.2857142857143,405.0,49660.0,2.4285714285714284,0.0,223.0,,,
AK,2021-01-09,,,308.2857142857143,319.0,49979.0,1.2857142857142858,1.0,224.0,,,
AK,2021-01-10,,,302.85714285714283,259.0,50238.0,1.2857142857142858,0.0,224.0,,,
AK,2021-01-11,,,290.14285714285717,175.0,50413.0,0.8571428571428571,0.0,224.0,,,
AK,2021-01-12,,,280.2857142857143,131.0,50544.0,1.0,1.0,225.0,,,
AK,2021-01-13,,,274.0,296.0,50840.0,0.8571428571428571,1.0,226.0,,,
AK,2021-01-14,,,275.7142857142857,345.0,51185.0,0.7142857142857143,2.0,228.0,,,
AK,2021-01-15,,,260.7142857142857,300.0,51485.0,0.8571428571428571,1.0,229.0,,,
AK,2021-01-16,,,242.71428571428572,193.0,51678.0,0.7142857142857143,0.0,229.0,,,
AK,2021-01-17,,,245.85714285714286,281.0,51959.0,0.7142857142857143,0.0,229.0,,,
AK,2021-01-18,,,242.85714285714286,154.0,52113.0,0.7142857142857143,0.0,229.0,,,
AK,2021-01-19,,,242.71428571428572,130.0,52243.0,0.7142857142857143,1.0,230.0,,,
AK,2021-01-20,,,224.71428571428572,170.0,52413.0,3.857142857142857,23.0,253.0,,,
AK,2021-01-21,,,206.0,214.0,52627.0,3.7142857142857144,1.0,254.0,,,
AK,2021-01-22,,,205.85714285714286,299.0,52926.0,3.5714285714285716,0.0,254.0,,,
AK,2021-01-23,,,213.85714285714286,249.0,53175.0,4.285714285714286,5.0,259.0,,,
AK,2021-01-24,,,196.71428571428572,161.0,53336.0,4.285714285714286,0.0,259.0,,,
AK,2021-01-25,,,186.85714285714286,85.0,53421.0,4.285714285714286,0.0,259.0,,,
AK,2021-01-26,,,181.0,89.0,53510.0,4.285714285714286,1.0,260.0,,,
AK,2021-01-27,,,182.71428571428572,182.0,53692.0,1.1428571428571428,1.0,261.0,,,
AK,2021-01-28,,,178.42857142857142,184.0,53876.0,1.1428571428571428,1.0,262.0,,,
AK,2021-01-29,,,162.42857142857142,187.0,54063.0,1.1428571428571428,0.0,262.0,,,
AK,2021-01-30,,,149.0,155.0,54218.0,0.42857142857142855,0.0,262.0,,,
AK,2021-01-31,,,144.85714285714286,132.0,54350.0,0.42857142857142855,0.0,262.0,,,
AK,2021-02-01,,,148.0,107.0,54457.0,0.42857142857142855,0.0,262.0,,,
AK,2021-02-02,,,155.14285714285714,139.0,54596.0,2.7142857142857144,17.0,279.0,,,
AK,2021-02-03,,,161.14285714285714,224.0,54820.0,2.5714285714285716,0.0,279.0,,,
AK,2021-02-04,,,161.14285714285714,184.0,55004.0,2.4285714285714284,0.0,279.0,,,
AK,2021-02-05,,,170.71428571428572,254.0,55258.0,2.4285714285714284,0.0,279.0,,,
AK,2021-02-06,,,149.0,3.0,55261.0,2.4285714285714284,0.0,279.0,,,
AK,2021-02-07,,,130.14285714285714,0.0,55261.0,2.4285714285714284,0.0,279.0,,,
AK,2021-02-08,,,187.0,505.0,55766.0,2.4285714285714284,0.0,279.0,,,
AK,2021-02-09,,,185.0,125.0,55891.0,0.14285714285714285,1.0,280.0,,,
AK,2021-02-10,,,182.28571428571428,205.0,56096.0,0.14285714285714285,0.0,280.0,,,
AK,2021-02-11,,,178.57142857142858,158.0,56254.0,0.14285714285714285,0.0,280.0,,,
AK,2021-02-12,,,164.42857142857142,155.0,56409.0,0.42857142857142855,2.0,282.0,,,
AK,2021-02-13,,,164.14285714285714,1.0,56410.0,0.42857142857142855,0.0,282.0,,,
AK,2021-02-14,,,164.28571428571428,1.0,56411.0,0.42857142857142855,0.0,282.0,,,
AK,2021-02-15,,,92.14285714285714,0.0,56411.0,0.42857142857142855,0.0,282.0,,,
AK,2021-02-16,,,145.85714285714286,501.0,56912.0,1.0,5.0,287.0,,,
AK,2021-02-17,,,125.57142857142857,63.0,56975.0,1.1428571428571428,1.0,288.0,,,
AK,2021-02-18,,,134.0,217.0,57192.0,1.1428571428571428,0.0,288.0,,,
AK,2021-02-19,,,142.14285714285714,212.0,57404.0,1.0,1.0,289.0,,,
AK,2021-02-20,,,142.28571428571428,2.0,57406.0,1.0,0.0,289.0,,,
AK,2021-02-21,,,142.14285714285714,0.0,57406.0,1.0,0.0,289.0,,,
AK,2021-02-22,,,191.42857142857142,345.0,57751.0,1.1428571428571428,1.0,290.0,,,
AK,2021-02-23,,,128.0,57.0,57808.0,0.42857142857142855,0.0,290.0,,,
AK,2021-02-24,,,145.85714285714286,188.0,57996.0,0.2857142857142857,0.0,290.0,,,
AK,2021-02-25,,,141.0,183.0,58179.0,0.2857142857142857,0.0,290.0,,,
AK,2021-02-26,,,126.71428571428571,112.0,58291.0,0.14285714285714285,0.0,290.0,,,
AK,2021-02-27,,,127.0,4.0,58295.0,0.14285714285714285,0.0,290.0,,,
AK,2021-02-28,,,127.14285714285714,1.0,58296.0,0.14285714285714285,0.0,290.0,,,
AK,2021-03-01,,,132.85714285714286,385.0,58681.0,1.4285714285714286,10.0,300.0,,,
AK,2021-03-02,,,147.14285714285714,157.0,58838.0,1.7142857142857142,2.0,302.0,,,
AK,2021-03-03,,,148.42857142857142,197.0,59035.0,1.8571428571428572,1.0,303.0,,,
AK,2021-03-04,,,143.71428571428572,150.0,59185.0,1.8571428571428572,0.0,303.0,,,
AK,2021-03-05,,,149.0,149.0,59334.0,2.142857142857143,2.0,305.0,,,
AK,2021-03-06,,,148.42857142857142,0.0,59334.0,2.142857142857143,0.0,305.0,,,
AK,2021-03-07,,,148.42857142857142,1.0,59335.0,2.142857142857143,0.0,305.0,,,
AK,2021-03-08,,,142.28571428571428,342.0,59677.0,0.7142857142857143,0.0,305.0,,,
AK,2021-03-09,,,132.57142857142858,89.0,59766.0,0.42857142857142855,0.0,305.0,,,
AK,2021-03-10,,,126.57142857142857,155.0,59921.0,0.2857142857142857,0.0,305.0,,,
AK,2021-03-11,,,138.85714285714286,236.0,60157.0,0.2857142857142857,0.0,305.0,,,
AK,2021-03-12,,,133.14285714285714,109.0,60266.0,0.14285714285714285,1.0,306.0,,,
AK,2021-03-13,,,133.14285714285714,0.0,60266.0,0.14285714285714285,0.0,306.0,,,
AK,2021-03-14,,,133.14285714285714,1.0,60267.0,0.14285714285714285,0.0,306.0,,,
AK,2021-03-15,,,139.71428571428572,388.0,60655.0,0.14285714285714285,0.0,306.0,,,
AK,2021-03-16,,,141.71428571428572,103.0,60758.0,0.14285714285714285,0.0,306.0,,,
AK,2021-03-17,,,144.71428571428572,176.0,60934.0,0.2857142857142857,1.0,307.0,,,
AK,2021-03-18,,,133.42857142857142,157.0,61091.0,0.7142857142857143,3.0,310.0,,,
AK,2021-03-19,,,128.0,71.0,61162.0,0.5714285714285714,0.0,310.0,,,
AK,2021-03-20,,,128.42857142857142,3.0,61165.0,0.5714285714285714,0.0,310.0,,,
AK,2021-03-21,,,128.28571428571428,0.0,61165.0,0.5714285714285714,0.0,310.0,,,
AK,2021-03-22,,,123.14285714285714,352.0,61517.0,0.5714285714285714,0.0,310.0,,,
AK,2021-03-23,,,133.71428571428572,177.0,61694.0,0.8571428571428571,2.0,312.0,,,
AK,2021-03-24,,,140.0,220.0,61914.0,0.7142857142857143,0.0,312.0,,,
AK,2021-03-25,,,138.85714285714286,149.0,62063.0,0.42857142857142855,1.0,313.0,,,
AK,2021-03-26,,,156.14285714285714,192.0,62255.0,0.42857142857142855,0.0,313.0,,,
AK,2021-03-27,,,156.85714285714286,8.0,62263.0,0.42857142857142855,0.0,313.0,,,
AK,2021-03-28,,,157.0,1.0,62264.0,0.42857142857142855,0.0,313.0,,,
AK,2021-03-29,,,106.85714285714286,1.0,62265.0,0.42857142857142855,0.0,313.0,,,
AK,2021-03-30,,,172.42857142857142,636.0,62901.0,0.14285714285714285,0.0,313.0,,,
AK,2021-03-31,,,141.0,0.0,62901.0,0.14285714285714285,0.0,313.0,,,
AK,2021-04-01,,,176.42857142857142,397.0,63298.0,0.0,0.0,313.0,,,
AK,2021-04-02,,,178.0,203.0,63501.0,0.0,0.0,313.0,,,
AK,2021-04-03,,,176.85714285714286,0.0,63501.0,0.0,0.0,313.0,,,
AK,2021-04-04,,,176.71428571428572,0.0,63501.0,0.0,0.0,313.0,,,
AK,2021-04-05,,,248.0,500.0,64001.0,0.0,0.0,313.0,,,
AK,2021-04-06,,,168.57142857142858,80.0,64081.0,0.0,0.0,313.0,,,
AK,2021-04-07,,,200.28571428571428,222.0,64303.0,0.0,0.0,313.0,,,
AK,2021-04-08,,,176.14285714285714,228.0,64531.0,0.0,0.0,313.0,,,
AK,2021-04-09,,,183.0,251.0,64782.0,0.0,0.0,313.0,,,
AK,2021-04-10,,,183.0,0.0,64782.0,0.0,0.0,313.0,,,
AK,2021-04-11,,,183.0,0.0,64782.0,0.0,0.0,313.0,,,
AK,2021-04-12,,,168.42857142857142,398.0,65180.0,0.14285714285714285,1.0,314.0,,,
AK,2021-04-13,,,179.28571428571428,156.0,65336.0,0.14285714285714285,0.0,314.0,,,
AK,2021-04-14,,,176.14285714285714,200.0,65536.0,0.14285714285714285,0.0,314.0,,,
AK,2021-04-15,,,171.28571428571428,194.0,65730.0,3.0,20.0,334.0,,,
AK,2021-04-16,,,162.71428571428572,191.0,65921.0,3.0,0.0,334.0,,,
AK,2021-04-17,,,162.71428571428572,0.0,65921.0,3.0,0.0,334.0,,,
AK,2021-04-18,,,162.71428571428572,0.0,65921.0,3.0,0.0,334.0,,,
AK,2021-04-19,,,170.0,449.0,66370.0,2.857142857142857,0.0,334.0,,,
AK,2021-04-20,,,163.28571428571428,109.0,66479.0,2.857142857142857,0.0,334.0,,,
AK,2021-04-21,,,163.42857142857142,201.0,66680.0,2.857142857142857,0.0,334.0,,,
AK,2021-04-22,,,168.42857142857142,229.0,66909.0,0.0,0.0,334.0,,,
AK,2021-04-23,,,162.57142857142858,150.0,67059.0,0.0,0.0,334.0,,,
AK,2021-04-24,,,162.57142857142858,0.0,67059.0,0.0,0.0,334.0,,,
AK,2021-04-25,,,162.57142857142858,0.0,67059.0,0.0,0.0,334.0,,,
AK,2021-04-26,,,162.71428571428572,450.0,67509.0,1.8571428571428572,13.0,347.0,,,
AK,2021-04-27,,,166.85714285714286,138.0,67647.0,1.8571428571428572,0.0,347.0,,,
AK,2021-04-28,,,164.85714285714286,187.0,67834.0,1.8571428571428572,0.0,347.0,,,
AZ,2020-01-22,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
AZ,2020-01-23,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
AZ,2020-01-24,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
